1, 2,2, 911
2, 1,1, 840
3, 3,3, 768
4, 4,4, 751
5, 3,3, 905
6, 2,2, 1208
7, 3,3, 784
8, 2,1, 726
9, 1,1, 824
10, 0,0, 1256
